"";"short_name";"preferred_foot";"team_position";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_marking";"defending_standing_tackle";"defending_sliding_tackle";"goalkeeping_diving";"goalkeeping_handling";"goalkeeping_kicking";"goalkeeping_positioning";"goalkeeping_reflexes"
"9839";"Lorenzao Masca";"Right";"SUB";62;70;57;64;75;74;67;64;59;63;72;71;62;55;79;64;56;66;52;60;56;41;67;61;77;54;27;41;32;10;10;11;17;16
"9840";"Danilo Sacrio";"Right";"LS";43;66;60;52;68;67;43;46;38;64;85;87;86;61;78;70;75;50;64;58;56;25;57;41;58;62;18;28;26;13;10;7;12;9
"9841";"Emílio Trevões";"Left";"SUB";51;65;56;61;67;77;41;43;52;64;88;91;78;56;81;62;47;51;57;59;41;23;61;44;77;55;18;17;22;8;7;7;6;9
"9842";"Flávio Triginho";"Right";"SUB";42;67;56;44;71;74;44;42;32;72;78;77;81;67;82;52;62;67;42;63;52;35;72;42;55;53;10;36;33;11;8;18;14;7
"9843";"K. Mahlasela";"Right";"RES";51;52;40;64;35;77;54;39;60;70;77;74;62;61;76;48;55;47;44;46;50;47;51;70;37;52;53;48;47;8;6;11;9;8
"9844";"A. Keita";"Right";"GK";10;6;13;22;6;9;10;12;15;12;20;23;36;62;41;58;58;26;49;6;28;10;5;52;18;55;24;11;11;72;59;77;57;69
"9845";"K. Ota";"Left";"SUB";74;48;48;70;56;70;79;74;71;67;70;68;68;60;67;67;63;67;71;56;63;66;62;67;63;66;58;64;62;6;9;6;7;5
"9846";"G. Nepomuceno";"Left";"LM";62;64;54;55;66;69;53;44;48;68;77;81;89;62;78;68;36;80;60;60;29;26;58;59;58;51;27;30;23;8;6;7;11;9
"9847";"H. Watanabe";"Right";"SUB";25;35;68;64;26;23;20;24;52;52;44;52;32;61;36;39;75;59;77;20;50;68;27;33;32;62;62;69;62;7;8;9;15;10
"9848";"Y. Komai";"Right";"SUB";71;59;39;68;53;69;55;50;52;66;77;71;78;61;67;65;72;44;56;62;46;63;65;59;59;57;40;62;60;9;7;5;11;14
"9849";"K. Iwashita";"Right";"SUB";29;31;64;60;30;31;29;30;33;52;37;36;40;64;56;36;71;57;77;31;63;66;28;30;32;53;65;67;66;11;9;6;7;7
"9850";"K. Shimizu";"Right";"SUB";64;62;35;64;56;69;60;64;53;63;75;77;79;55;84;62;87;73;59;58;56;45;60;62;49;55;50;49;52;15;12;6;8;10
"9851";"K. Oi";"Right";"CB";49;24;65;40;21;23;26;23;42;42;42;34;76;52;54;34;82;84;80;22;62;66;34;35;36;57;66;70;69;11;8;10;8;7
"9852";"Y. Toyoda";"Right";"SUB";39;69;74;59;53;54;35;33;39;60;32;42;66;69;41;69;73;51;80;56;62;29;73;44;64;68;23;28;17;14;6;13;7;15
"9853";"Y. Takahashi";"Right";"SUB";47;54;54;65;30;53;32;35;60;67;50;46;81;56;76;64;81;92;60;63;69;66;50;59;39;61;64;64;64;6;14;9;11;9
"9854";"R. Hayasaka";"Right";"SUB";68;62;33;73;45;69;63;57;66;68;57;52;67;62;56;59;83;48;71;63;43;27;66;63;51;57;59;27;34;13;11;9;13;6
"9855";"Fabio";"Right";"SUB";25;17;70;45;29;25;27;28;33;35;59;61;39;66;48;33;79;74;83;22;70;65;24;33;34;57;62;64;62;9;6;13;9;6
"9856";"T. Wada";"Left";"SUB";76;31;54;70;32;58;29;43;66;66;60;63;72;61;82;51;75;72;58;40;46;64;42;47;38;55;69;59;62;15;7;14;5;5
"9857";"H. Ilkura";"Right";"GK";11;9;14;23;9;17;14;11;27;13;26;24;37;62;45;44;63;41;60;5;23;14;5;27;10;37;19;14;11;64;66;58;68;63
"9858";"T. Yonemoto";"Right";"SUB";58;54;58;63;46;61;41;52;65;64;66;66;68;67;64;58;59;82;70;62;67;70;61;60;56;60;64;71;68;7;14;9;7;11
"9859";"S. Yamamoto";"Right";"SUB";76;41;63;69;39;68;49;38;67;67;51;64;58;63;68;52;68;71;68;45;78;63;65;59;42;50;65;64;62;13;7;7;12;10
"9860";"K. Moriya";"Right";"SUB";62;54;40;71;58;70;63;39;62;71;69;68;86;66;77;66;47;75;61;67;75;62;61;58;54;60;62;60;56;12;10;10;9;8
"9861";"Josimar Feijoo";"Right";"SUB";68;44;55;50;57;48;50;36;62;56;72;62;61;76;73;69;81;86;71;50;77;72;47;42;50;55;63;68;65;18;14;11;15;12
"9862";"N. Breeveld";"Right";"RDM";55;53;60;65;55;65;67;58;64;67;68;67;72;66;74;71;81;82;76;70;74;64;52;61;53;55;62;63;65;12;8;10;13;15
"9863";"T. Yalçıner";"Left";"SUB";52;45;69;64;32;63;40;48;60;65;61;66;67;64;68;51;71;70;65;41;75;72;51;49;51;60;66;65;64;9;6;7;10;14
"9864";"M. Cano";"Left";"GK";10;9;10;50;7;16;12;12;29;33;26;27;60;61;47;55;58;24;37;9;31;8;6;69;14;68;29;10;13;71;64;73;57;67
"9865";"I. Torres";"Left";"";73;61;49;64;41;66;70;72;59;67;73;70;59;59;66;63;62;70;61;72;55;47;56;60;57;55;32;42;47;11;12;13;11;8
"9866";"Ever Rodeiro";"Right";"SUB";64;50;51;73;62;65;56;45;53;75;65;58;70;60;73;71;70;61;64;70;60;70;67;59;67;72;10;59;62;7;16;13;7;9
"9867";"Raphael Doninho";"Right";"SUB";67;54;69;64;49;67;58;60;54;64;74;68;80;72;70;68;67;67;61;54;61;54;60;68;68;70;25;36;40;13;10;16;11;10
"9868";"Kauã Reisende";"Right";"SUB";60;60;55;71;53;65;50;52;43;72;71;69;58;55;51;55;50;60;62;59;29;22;58;70;68;52;29;24;22;17;10;12;12;19
"9869";"Luis Marleiro";"Left";"SUB";42;65;68;62;67;63;55;58;44;57;85;78;68;56;72;70;84;81;67;72;74;33;62;46;56;58;18;44;43;12;16;8;9;13
"9870";"I. Fülöp";"Left";"SUB";58;63;51;61;59;67;57;51;63;66;74;72;72;50;71;66;58;54;63;68;43;27;66;68;55;58;38;23;19;9;6;6;6;8
"9871";"H. Miyazawa";"Right";"RCM";59;43;41;74;42;64;49;42;69;70;56;59;64;55;68;52;59;80;71;37;53;62;44;61;49;68;59;60;53;7;15;7;13;8
"9872";"K. Yamamura";"Right";"SUB";65;69;68;69;58;67;64;55;65;67;58;59;49;60;63;68;75;86;88;66;55;60;64;64;45;55;52;62;59;7;11;7;6;9
"9873";"Y. Maruhashi";"Left";"LB";69;51;39;69;41;65;64;67;63;63;74;78;79;64;70;61;63;74;66;36;46;55;63;45;34;51;57;63;66;11;8;5;15;9
"9874";"K. Rodrigues Pires";"Left";"LDM";64;61;45;70;61;65;62;63;67;67;63;60;80;56;88;58;59;76;40;52;68;58;54;70;63;67;61;58;47;11;5;15;12;7
"9875";"N. Granatowski";"Right";"RES";63;58;52;61;47;65;32;31;45;65;79;79;88;67;84;68;71;88;62;61;80;22;59;58;47;55;41;45;44;13;9;11;14;12
"9876";"M. Bär";"Right";"RM";68;63;42;66;39;68;42;44;63;65;75;75;63;63;67;55;61;68;69;48;39;28;62;64;48;64;38;42;40;11;10;11;7;6
"9877";"D. Frick";"Right";"CB";39;60;49;70;30;62;32;38;70;64;59;55;60;66;56;42;74;57;79;58;72;62;64;62;43;60;60;60;62;12;6;11;6;10
"9878";"C. Handke";"Right";"SUB";34;25;68;55;24;35;28;30;42;41;33;49;40;62;36;44;54;69;88;21;63;63;23;28;31;62;66;68;63;8;9;14;9;12
"9879";"M. Wassey";"Left";"RES";60;59;55;69;50;64;61;66;65;68;53;51;64;64;63;61;63;65;69;62;56;62;55;67;57;65;56;57;56;13;15;14;10;13
"9880";"S. Puttkammer";"Right";"RCB";21;19;65;62;27;29;29;27;60;55;61;35;42;58;58;39;70;67;81;16;68;68;27;38;34;68;65;65;59;8;6;10;15;6
"9881";"G. Freitas";"Right";"CDM";57;46;74;64;44;59;45;48;62;59;55;58;58;62;48;63;73;68;82;44;83;65;56;60;47;58;64;68;63;13;7;11;10;11
"9882";"Paris Adot";"Left";"SUB";66;60;45;62;30;61;63;60;58;65;76;74;68;62;72;63;67;80;57;48;75;64;60;63;44;69;60;63;65;15;9;13;7;11
"9883";"F. Serrarens";"Right";"ST";52;67;65;61;61;60;56;40;45;64;68;70;64;63;52;66;55;72;77;59;66;34;66;63;68;67;28;32;24;7;6;6;9;9
"9884";"R. Idda";"Right";"LCB";34;28;74;58;24;39;28;31;46;46;54;58;50;50;60;62;73;64;71;24;60;62;30;27;39;54;68;68;68;6;14;13;13;8
"9885";"A. Ndengane";"Right";"RCB";37;28;68;37;36;39;37;32;38;42;72;74;61;59;67;42;70;74;68;28;64;64;34;37;50;51;66;75;70;14;13;10;14;14
"9886";"N. Vélez";"Right";"SUB";44;68;62;62;68;67;70;46;45;70;69;64;80;66;75;66;76;62;61;58;45;13;62;57;68;64;19;13;14;12;8;10;15;8
"9887";"J. Maroof";"Right";"RM";57;61;50;62;65;63;59;35;52;66;83;81;68;60;72;66;54;75;65;53;60;28;67;67;55;57;41;43;32;13;14;10;8;11
"9888";"S. Srnić";"Right";"SUB";64;63;49;69;59;68;65;63;61;66;66;63;63;64;80;66;51;61;45;59;59;44;63;64;60;66;40;39;36;6;14;5;7;6
"9889";"Y. Machida";"Right";"SUB";54;60;34;65;48;62;69;53;58;67;92;84;90;61;84;52;77;64;39;53;29;46;56;59;51;58;44;23;19;7;7;10;11;13
"9890";"N. Bilbija";"Left";"SUB";55;68;64;60;64;66;62;63;55;69;69;67;65;54;72;61;71;71;74;62;66;34;68;61;67;64;33;23;32;7;15;14;15;11
"9891";"V. Crețu";"Right";"SUB";64;25;57;63;24;57;33;31;37;58;66;65;63;65;74;22;71;70;60;24;88;66;48;30;32;32;68;67;66;13;13;15;7;10
"9892";"M. Briceag";"Left";"SUB";63;21;48;65;24;48;31;26;44;65;63;65;56;66;72;26;79;69;63;27;56;68;39;37;31;48;69;65;66;11;15;14;6;14
"9893";"Zé Uilton";"Right";"SUB";64;62;38;62;54;71;64;35;46;68;76;73;76;67;75;53;59;66;44;53;25;17;62;58;52;54;16;25;21;9;7;8;7;6
"9894";"M. Martac";"Right";"RB";64;37;54;65;24;62;31;27;60;64;72;77;70;54;81;44;57;82;60;41;66;64;48;63;34;62;61;63;62;9;14;10;5;6
"9895";"L. Requena";"Left";"RES";11;6;13;24;9;14;14;10;26;19;55;65;53;55;60;47;65;43;59;8;28;10;5;69;14;35;7;12;10;65;65;63;70;65
"9896";"M. Aničić";"Left";"SUB";26;26;70;58;30;32;56;34;64;41;62;58;46;68;42;60;71;61;78;21;50;60;23;29;44;64;59;72;70;10;10;13;7;9
"9897";"B. Saka";"Left";"RES";61;60;45;60;55;66;60;48;44;63;86;81;80;56;78;64;56;65;55;59;64;40;61;62;58;70;39;34;29;7;8;13;9;13
"9898";"Mollejo";"Left";"RES";64;61;42;62;47;66;57;46;49;67;73;70;71;63;78;62;49;39;36;61;43;19;60;58;53;61;24;25;28;14;12;10;6;9
"9899";"Marcos Antonio";"Right";"SUB";64;54;53;67;43;64;40;39;71;72;73;72;65;58;78;55;53;71;58;37;30;32;71;73;47;67;41;42;42;13;11;14;11;14
"9900";"J. Vagnoman";"Right";"SUB";64;39;45;66;25;67;41;25;42;65;82;86;69;63;66;45;56;72;76;35;62;58;48;44;32;50;63;63;55;12;13;14;10;8
"9901";"J. Panzo";"Left";"SUB";41;35;59;57;33;49;47;33;49;59;55;60;49;59;53;46;65;52;68;39;64;65;34;54;43;60;64;66;64;9;10;6;12;8
"9902";"T. Chong";"Left";"RES";65;61;46;62;59;68;67;62;58;58;77;78;74;53;50;68;59;64;61;62;65;42;66;65;51;58;43;46;42;13;7;14;8;11
"9903";"E. Smith Rowe";"Right";"RES";61;62;36;61;55;68;67;58;49;67;78;79;75;55;68;69;38;61;44;60;39;24;62;60;64;64;37;30;31;11;8;14;8;10
"9904";"L. Foster";"Right";"SUB";38;65;58;59;61;64;44;44;45;67;75;71;56;55;66;75;61;55;66;55;54;24;61;58;65;49;36;33;31;5;6;10;9;12
"9905";"J. Carbonero";"Right";"LM";51;67;41;51;46;65;43;33;39;68;80;88;89;53;75;60;54;79;62;55;28;17;64;67;56;50;19;15;17;9;15;10;10;10
"9906";"Marquinhos Cipriano";"Left";"RES";54;58;34;60;53;69;45;38;47;66;83;82;78;67;83;52;41;52;40;43;26;23;65;58;50;66;24;21;28;12;6;13;14;10
"9907";"Sergio Camello";"Right";"RES";37;67;61;62;63;65;54;34;42;66;64;64;55;64;72;61;64;56;47;60;27;21;67;54;59;63;24;18;13;13;8;13;11;11
"9908";"C. Früchtl";"Left";"GK";10;11;11;29;9;13;15;14;25;17;25;23;26;49;23;50;40;19;63;8;26;11;6;23;13;22;16;10;13;68;65;66;64;68
"9909";"Chumi";"Right";"RES";38;30;60;62;33;50;34;36;51;60;52;60;40;62;61;47;75;62;67;36;59;65;34;41;50;62;68;65;64;7;14;9;11;14
"9910";"Borja Garcés";"Right";"RES";37;67;64;55;63;62;46;38;38;63;65;64;66;64;69;72;61;50;49;65;52;26;64;49;63;58;28;27;24;14;10;5;10;14
"9911";"P. Mićin";"Right";"RES";61;67;55;62;58;71;60;57;55;72;63;63;61;59;53;60;54;47;60;69;41;31;59;65;60;60;35;31;29;13;9;11;5;9
"9912";"D. Popov";"Right";"RES";29;21;72;40;28;46;22;21;46;40;60;61;48;62;59;42;74;64;71;28;70;65;25;34;37;52;64;66;65;7;15;7;13;9
"9913";"A. Dozzell";"Left";"SUB";63;60;54;69;52;67;58;61;66;67;77;71;80;60;83;58;49;64;51;62;38;39;66;69;53;67;45;40;38;12;12;14;8;6
"9914";"D. Sterling";"Right";"SUB";63;50;57;58;29;67;48;34;46;59;80;76;69;58;57;53;64;64;73;42;64;58;52;59;43;54;64;64;66;11;8;8;7;5
"9915";"M. Antonucci";"Right";"SUB";69;55;41;65;45;67;56;44;60;69;69;68;72;57;71;61;44;65;43;48;36;23;67;68;48;59;44;26;23;7;9;13;6;9
"9916";"F. Downes";"Right";"LCM";61;44;58;69;32;63;49;55;67;68;67;68;67;63;77;54;65;72;65;56;82;68;56;56;48;63;59;72;69;13;12;14;11;6
"9917";"Z. Celar";"Right";"SUB";38;67;66;50;47;65;39;31;41;64;73;69;68;56;61;62;71;70;71;52;58;23;68;47;65;51;22;21;22;9;8;9;12;10
"9918";"E. Vignato";"Right";"SUB";64;57;40;63;57;70;71;62;61;72;68;59;70;54;70;54;50;62;31;59;20;11;52;65;58;57;43;22;30;9;12;15;14;6
"9919";"N. Thaller";"Right";"RES";42;29;71;63;35;45;35;35;48;50;50;50;45;58;48;45;72;66;70;20;63;63;30;38;38;48;63;64;62;6;7;5;13;10
"9920";"C. Cásseres Jr";"Right";"SUB";49;43;44;69;46;68;63;58;68;68;74;73;75;59;78;51;62;68;57;41;61;63;58;62;48;65;64;60;57;9;15;13;8;12
"9921";"L. Mai";"Right";"RCB";34;25;64;45;35;39;34;32;41;40;54;54;39;63;39;48;69;64;84;22;57;65;28;41;41;49;65;65;64;11;14;7;14;6
"9922";"Gabriel Brazão";"Right";"SUB";12;6;13;25;6;10;13;12;26;13;24;31;29;55;26;44;34;21;61;6;18;11;7;34;18;27;12;11;11;63;67;59;64;69
"9923";"De la Fuente";"Right";"RES";48;35;62;56;34;53;44;35;53;57;58;57;55;61;61;49;69;58;69;39;70;64;34;42;43;60;62;65;64;15;6;7;10;6
"9924";"Bryan Gil";"Left";"RES";61;60;34;60;62;72;58;52;51;69;74;69;77;59;74;64;51;41;29;58;32;21;60;56;47;70;25;29;22;13;10;14;6;6
"9925";"M. Güçlü";"Left";"RES";42;67;69;60;59;64;47;48;49;65;71;72;74;58;66;63;68;57;48;58;47;21;61;60;66;51;18;16;20;7;13;7;10;13
"9926";"Eduardo Quaresma";"Right";"RES";31;28;64;54;28;41;29;35;45;52;55;56;40;61;56;44;77;40;68;23;68;65;28;30;43;56;64;66;63;9;13;8;8;8
"9927";"M. Carnesecchi";"Right";"GK";11;8;20;35;6;14;11;12;29;19;24;39;40;59;25;44;40;28;55;7;21;11;8;32;17;40;12;13;12;63;64;58;64;67
"9928";"N. Delgadillo";"Left";"SUB";59;58;46;67;42;70;56;45;62;68;79;75;77;52;69;64;56;74;67;54;38;36;52;50;51;54;27;29;26;8;15;9;9;9
"9929";"F. Lobos";"Right";"SUB";64;62;64;66;48;68;38;28;64;67;73;72;71;46;62;56;68;67;67;48;52;12;63;49;58;50;14;13;24;13;10;8;10;6
"9930";"V. Thill";"Left";"RM";48;50;31;66;51;67;59;72;67;68;73;75;80;54;84;51;45;52;31;58;56;28;57;62;52;55;34;20;23;14;9;9;8;9
"9931";"T. Alarcón";"Right";"LCB";40;41;64;64;21;51;42;46;62;63;61;61;71;63;74;49;74;63;70;53;68;65;42;48;49;64;60;67;64;7;14;6;15;7
"9932";"J. Tanganga";"Left";"RES";31;15;63;59;27;48;25;29;45;52;58;67;57;60;54;36;88;55;73;20;57;61;21;34;33;49;64;67;64;11;9;12;7;14
"9933";"Álex Martín";"Right";"RES";45;31;65;64;23;22;35;48;58;62;57;54;59;60;58;48;69;60;67;61;62;63;13;28;42;55;61;67;62;7;12;5;8;5
"9934";"T. Basila";"Right";"RES";50;28;71;63;37;30;28;28;52;63;61;60;63;56;51;42;65;62;68;27;65;60;31;28;42;57;63;64;62;10;6;11;12;5
"9935";"I. Faraj";"Right";"SUB";59;58;39;64;52;70;62;53;56;68;67;69;75;63;78;63;50;55;38;55;41;19;63;61;57;67;27;30;27;6;5;13;7;12
"9936";"T. Campbell";"Left";"SUB";48;65;62;58;57;59;54;54;46;63;79;78;69;61;67;62;75;57;74;62;58;28;62;56;73;58;31;31;24;6;13;13;12;14
"9937";"E. Pereyra";"Left";"RES";59;29;51;62;27;63;35;32;44;64;74;71;65;61;70;27;63;68;54;34;55;68;56;52;46;61;63;62;66;10;7;12;12;14
"9938";"I. Louza";"Left";"SUB";61;55;48;71;44;67;65;53;62;68;69;66;61;61;77;64;58;61;43;53;55;54;65;66;56;65;52;54;49;7;15;6;6;5
"9939";"Álex Collado";"Left";"RES";53;60;49;69;53;70;60;56;66;65;67;67;70;65;69;63;42;43;36;63;48;49;60;69;63;67;54;55;56;10;9;12;12;11
"9940";"J. Schendelaar";"Right";"SUB";10;10;13;19;6;12;14;14;28;27;21;32;26;64;45;45;61;17;50;14;28;10;7;32;26;51;8;12;11;65;63;60;64;64
"9941";"Jordi Escobar";"Right";"RES";51;70;65;54;63;62;44;36;40;65;58;61;51;62;49;66;64;35;55;57;38;13;66;46;59;65;14;10;16;8;12;15;11;6
"9942";"W. Pérez";"Left";"SUB";67;59;55;59;34;68;62;56;53;67;76;68;71;62;73;70;81;78;62;42;66;39;58;49;42;59;48;47;39;9;9;8;14;7
"9943";"J. Shackleton";"Right";"SUB";64;39;44;70;31;68;48;38;63;69;85;79;82;57;86;44;60;76;53;42;70;62;59;63;36;65;57;61;57;14;14;11;9;11
"9944";"B. Castrillon";"Right";"SUB";58;58;40;63;45;67;49;43;55;63;79;76;82;52;89;60;55;70;56;48;50;36;64;60;60;58;44;42;35;10;10;15;13;13
"9945";"Y. Delfi";"Right";"RES";66;66;57;59;56;73;71;68;57;69;75;78;81;49;64;67;71;65;64;61;60;29;56;48;58;62;27;35;32;6;7;10;14;11
"9946";"J. Piroe";"Left";"RES";47;65;64;57;58;62;55;52;38;67;63;69;66;58;63;69;67;57;75;62;39;21;62;56;67;59;20;29;27;10;13;9;7;11
"9947";"E. Cömert";"Right";"RCB";29;23;61;58;30;25;25;27;43;68;65;69;65;58;62;70;80;72;76;45;55;55;33;38;35;51;61;67;67;6;8;5;7;6
"9948";"M. Chouiar";"Right";"SUB";63;59;43;66;66;66;68;65;55;67;77;73;79;52;76;58;58;66;45;53;41;18;63;60;61;54;34;28;20;6;5;11;6;8
"9949";"R. Marchizza";"Left";"SUB";66;27;59;58;26;54;29;22;57;58;51;63;57;64;61;27;76;46;70;31;52;67;41;30;34;62;65;66;64;15;11;10;12;7
"9950";"N. Schiappacasse";"Right";"SUB";60;66;50;59;41;72;53;45;57;69;70;70;67;59;64;63;39;39;69;64;35;24;63;65;62;69;35;25;23;13;12;11;6;14
"9951";"R. Hack";"Right";"SUB";56;67;47;52;60;72;53;49;48;72;83;77;83;54;82;66;36;51;45;42;38;27;55;55;54;60;31;31;29;8;9;9;10;9
"9952";"R. Schmid";"Right";"RCM";54;59;33;63;48;72;56;40;58;70;76;72;80;52;80;65;75;69;64;60;23;26;54;60;48;62;26;27;28;7;9;7;9;6
"9953";"Javi Alonso";"Left";"SUB";48;48;55;71;36;60;66;64;65;66;50;63;61;59;64;67;71;72;70;49;69;57;48;71;49;66;60;63;59;13;13;7;10;14
"9954";"D. Yearwood";"Right";"SUB";50;48;53;65;42;65;51;45;64;64;83;81;79;60;81;64;72;84;74;60;66;63;57;64;52;67;61;62;60;11;13;10;14;8
"9955";"Berrocal";"Right";"RES";31;24;63;62;34;39;31;35;56;56;59;61;63;60;68;54;73;65;65;37;65;65;33;41;49;54;62;66;64;11;12;12;11;11
"9956";"Moreto Cassamá";"Right";"SUB";56;56;54;66;59;68;65;56;60;67;73;65;88;65;92;65;59;67;32;58;66;54;63;64;58;70;59;58;49;10;13;13;8;6
"9957";"C. Rocchia";"Left";"SUB";59;34;58;61;32;52;55;37;52;58;76;75;71;66;81;60;65;73;51;38;61;58;51;48;47;56;58;65;67;12;12;9;9;7
"9958";"S. Sosa";"Left";"LM";61;58;46;63;50;72;48;56;57;68;77;65;67;58;67;62;35;57;58;52;40;33;64;59;52;68;44;41;40;11;13;15;9;13
"9959";"E. Pletinckx";"Right";"SUB";31;25;66;54;28;35;29;26;47;55;54;57;36;62;34;41;61;67;84;26;67;59;30;30;34;57;61;65;62;13;6;9;10;10
"9960";"L. Orellano";"Left";"SUB";56;62;44;57;54;71;48;42;47;67;87;85;86;49;88;65;67;62;51;57;35;24;57;50;47;48;30;33;38;10;13;7;13;11
"9961";"Hugo Vallejo";"Right";"RES";63;62;41;62;61;74;63;70;61;67;61;61;59;59;59;60;47;59;60;59;31;29;64;58;59;60;39;36;35;13;6;10;13;13
"9962";"O. Lebedenko";"Left";"SUB";66;44;55;61;29;58;34;43;59;51;75;71;60;57;83;42;58;76;44;49;51;58;52;47;47;54;56;69;70;11;12;11;10;5
"9963";"N. Boujellab";"Right";"RES";50;58;49;64;52;74;54;55;56;69;71;70;77;60;75;58;52;59;47;51;55;28;54;61;59;58;47;40;44;15;15;7;10;7
"9964";"Tomás Esteves";"Right";"SUB";71;36;52;64;32;69;42;37;40;64;70;76;64;63;66;29;57;58;68;29;63;62;54;55;40;58;56;63;64;7;11;7;9;8
"9965";"Y. Tunç";"Left";"RES";41;67;62;63;48;58;45;39;50;62;69;69;51;60;66;68;62;57;68;55;28;15;64;45;70;51;16;13;13;11;13;10;13;6
"9966";"E. Restrepo";"Right";"SUB";44;29;62;53;22;45;35;27;39;48;61;63;56;56;72;34;68;69;66;21;60;65;43;44;36;56;74;68;55;14;9;12;10;11
"9967";"W. Ponce";"Right";"SUB";37;69;66;54;48;67;33;24;49;68;66;67;65;46;57;65;75;58;69;53;53;18;65;37;62;57;35;18;14;12;12;15;9;14
"9968";"B. Tabla";"Right";"RES";52;53;44;63;55;72;69;54;53;66;83;77;90;53;81;66;34;43;41;66;60;32;58;57;45;60;32;45;30;11;14;8;10;11
"9969";"J. Chicco";"Right";"SUB";45;34;63;70;30;54;46;35;59;69;50;61;55;60;53;57;61;73;72;45;60;58;48;66;38;69;65;64;58;12;8;6;11;7
"9970";"J. Asoro";"Right";"SUB";49;63;56;58;54;72;51;39;47;66;90;86;76;59;78;65;56;58;57;54;36;18;60;56;60;52;14;17;20;8;11;12;11;11
"9971";"Jorge Cuenca";"Left";"RES";40;27;67;65;31;29;29;26;58;55;51;59;57;65;63;55;67;63;60;36;67;66;21;45;44;57;62;66;63;10;12;5;14;12
"9972";"Luis Perea";"Right";"RES";49;51;72;69;32;64;38;41;62;67;50;60;53;63;55;55;62;64;70;60;60;60;59;61;45;59;50;65;51;8;15;11;11;9
"9973";"H. Wright";"Right";"RW";42;65;67;54;51;60;51;34;37;62;68;75;65;59;40;67;66;62;87;60;30;13;59;55;64;57;20;20;18;5;15;12;8;9
"9974";"João Queirós";"Left";"SUB";42;28;62;58;35;38;44;28;54;46;49;55;48;55;51;48;57;64;79;32;65;65;27;42;46;56;65;66;61;6;6;7;8;6
"9975";"Raul Asencio";"Right";"SUB";39;66;68;63;47;60;44;36;43;63;70;70;69;59;52;60;69;60;68;55;42;25;63;52;61;65;19;18;15;9;9;7;9;11
"9976";"G. Koyalipou";"Right";"SUB";59;65;62;64;65;72;63;67;54;64;78;74;65;58;64;68;62;64;69;62;34;41;57;58;63;64;34;14;20;11;9;7;15;6
"9977";"E. Hamilton";"Left";"RES";57;58;64;69;54;62;55;50;64;65;67;58;62;63;60;74;61;71;72;72;75;55;56;63;50;64;59;53;53;7;11;5;9;11
"9978";"A. Ba";"Right";"RES";45;46;66;67;45;65;36;39;63;67;66;67;60;63;67;56;71;75;71;51;65;56;63;61;45;47;61;60;55;6;12;10;13;9
"9979";"R. Faivre";"Left";"RES";59;49;55;70;34;64;51;52;65;65;64;63;68;62;68;63;63;67;56;56;53;62;52;67;53;59;54;60;56;14;13;13;14;15
"9980";"M. Wintzheimer";"Right";"RES";29;69;60;54;57;58;40;33;31;63;65;68;72;59;71;68;70;64;71;56;54;20;67;42;55;52;22;27;17;5;9;12;12;11
"9981";"M. Ruiz";"Right";"SUB";63;45;59;69;60;68;62;61;70;66;72;64;59;66;65;66;67;72;63;63;48;44;57;66;55;62;39;44;29;14;14;6;8;7
"9982";"Iago Oliveira";"Left";"RES";62;28;56;70;22;61;46;41;67;64;61;59;51;58;62;48;71;64;71;31;58;64;49;47;37;55;63;67;65;11;14;10;8;6
"9983";"E. Sylvestre";"Left";"RES";59;66;61;58;61;74;63;54;47;70;64;65;62;51;78;65;51;52;45;59;36;21;65;64;61;66;21;28;24;14;10;7;9;12
"9984";"M. Oktay";"Right";"RES";60;50;40;68;60;70;69;58;67;68;73;66;77;47;75;68;52;52;57;59;50;31;55;69;50;55;45;38;33;13;13;5;12;8
"9985";"L. Laborda";"Left";"RES";55;49;45;67;49;69;63;47;65;67;86;78;89;55;87;61;55;56;34;55;45;37;53;57;60;49;39;39;45;14;11;5;8;7
"9986";"J. Markovič";"Right";"SUB";14;11;13;34;10;19;10;14;28;27;61;60;41;41;52;52;57;21;60;10;21;12;10;41;12;39;11;12;12;66;66;69;68;69
"9987";"D. Iversen";"Right";"SUB";17;14;16;27;20;11;16;11;21;16;40;44;32;54;48;51;59;44;67;15;19;20;14;33;21;47;14;18;13;67;62;68;65;66
"9988";"G. Felicioli";"Left";"LB";70;51;52;65;54;67;64;48;60;68;71;62;73;66;64;65;62;62;58;51;60;59;57;49;53;59;65;63;64;6;15;9;14;14
"9989";"J. Thorniley";"Left";"SUB";50;32;63;58;34;50;32;29;52;52;65;60;52;51;70;43;73;64;72;34;68;62;31;36;49;62;66;69;62;14;12;12;7;7
"9990";"S. Ingelsson";"Left";"SUB";60;50;39;74;52;68;58;40;68;74;63;63;66;60;44;60;34;35;64;58;58;52;62;62;48;64;63;56;52;12;9;10;11;11
